Entity,Code,Year,CoalProduction,OilProduction,GasProduction
Poland,POL,2007,726.7566949,,45.31864735
Poland,POL,2008,708.3891646,,42.91308989
Poland,POL,2009,656.2536427,,42.79725646
Poland,POL,2010,644.1836715,,42.94920103
Poland,POL,2011,648.0172015,,44.77364693
Poland,POL,2012,672.4437556,,45.43586968
Poland,POL,2013,664.7657184,,44.46309113
Poland,POL,2014,628.4030638,,43.33725689
Poland,POL,2015,616.0766796,,42.83253427
Poland,POL,2016,605.6635699,,41.31808861
Poland,POL,2017,578.9421274,,40.40003232
Poland,POL,2018,549.7623577,,39.81308741
Poland,POL,2019,519.4983154,,39.86033395
Poland,POL,1970,,,51.19329095
Poland,POL,1971,,,52.79029223
Poland,POL,1972,,,55.84079467
Poland,POL,1973,,,56.64779532
Poland,POL,1974,,,54.83529387
Poland,POL,1975,,,56.43779515
Poland,POL,1976,,,61.43254915
Poland,POL,1977,,,64.66105173
Poland,POL,1978,,,69.33530547
Poland,POL,1979,,,62.20804977
Poland,POL,1980,,,52.83529227
Qatar,QAT,1965,,134.9699581,
Qatar,QAT,1966,,168.5676301,
Qatar,QAT,1967,,187.6835469,
Qatar,QAT,1968,,197.4914644,
Qatar,QAT,1969,,206.2201935,
Qatar,QAT,1970,,210.2750849,10.40175832
Qatar,QAT,1971,,249.0861888,10.40175832
Qatar,QAT,1972,,279.9731936,11.41605913
Qatar,QAT,1973,,330.1840177,16.35301308
Qatar,QAT,1974,,300.0619669,13.43431075
Qatar,QAT,1975,,253.1410802,20.73106658
Qatar,QAT,1976,,282.8774798,11.32290906
Qatar,QAT,1977,,251.9825398,16.05286284
Qatar,QAT,1978,,280.3667799,15.30766225
Qatar,QAT,1979,,293.1107245,45.14673612
Qatar,QAT,1980,,275.3166339,49.06938926
Qatar,QAT,1981,,240.6985536,44.74308579
Qatar,QAT,1982,,196.2691977,52.31929186
Qatar,QAT,1983,,178.5045907,54.18229335
Qatar,QAT,1984,,199.4200556,61.3755491
Qatar,QAT,1985,,178.1462905,56.51104521
Qatar,QAT,1986,,200.8679883,60.03004802
Qatar,QAT,1987,,177.6041401,58.06354645
Qatar,QAT,1988,,205.2370444,60.65104852
Qatar,QAT,1989,,228.9963685,64.17005134
Qatar,QAT,1990,,245.6507038,65.20505216
Qatar,QAT,1991,,237.2872907,78.97056318
Qatar,QAT,1992,,274.475236,82.25779115
Qatar,QAT,1993,,253.6878205,85.718226
Qatar,QAT,1994,,248.2811383,89.4034089
Qatar,QAT,1995,,253.8971605,93.08859181
Qatar,QAT,1996,,315.2198671,97.03918146
Qatar,QAT,1997,,386.9645231,134.111649
Qatar,QAT,1998,,390.2061311,162.293789
Qatar,QAT,1999,,398.6554145,213.6485512
Qatar,QAT,2000,,467.2842738,257.7152062
Qatar,QAT,2001,,465.1955692,279.4502236
Qatar,QAT,2002,,434.1720195,305.3252443
Qatar,QAT,2003,,509.2332799,324.99026
Qatar,QAT,2004,,580.2946812,405.4098243
Qatar,QAT,2005,,611.2568642,474.0303792
Qatar,QAT,2006,,659.2999538,524.7454198
Qatar,QAT,2007,,668.2695952,654.1205233
Qatar,QAT,2008,,750.187917,796.7539874
Qatar,QAT,2009,,725.6780192,924.2557394
Qatar,QAT,2010,,824.8058079,1231.113582
Qatar,QAT,2011,,904.1622125,1503.560193
Qatar,QAT,2012,,956.4298452,1625.464598
Qatar,QAT,2013,,978.9092211,1681.551849
Qatar,QAT,2014,,970.9362227,1695.269342
Qatar,QAT,2015,,944.8453063,1749.055147
Qatar,QAT,2016,,948.942996,1736.081741
Qatar,QAT,2017,,919.7528464,1686.181771
Qatar,QAT,2018,,924.5213714,1764.872089
Qatar,QAT,2019,,913.252926,1781.286262
Romania,ROU,1981,107.9641676,141.11842,340.7498621
Romania,ROU,1982,111.4468902,142.25816,344.5238576
Romania,ROU,1983,129.2675534,140.52529,341.88672
Romania,ROU,1984,127.3192943,138.89709,339.4452711
Romania,ROU,1985,131.0848587,130.81424,324.4517926
Romania,ROU,1986,136.2576542,123.91765,328.3422694
Romania,ROU,1987,146.5181136,116.69542,312.0581776
Romania,ROU,1988,161.3084616,114.42757,305.5911335
Romania,ROU,1989,162.9531427,111.91549,273.9454822
Romania,ROU,1990,96.10842232,94.62168,266.4529632
Romania,ROU,1991,81.76371061,81.50304,233.2686866
Romania,ROU,1992,85.44836407,79.39801,204.8234139
Romania,ROU,1993,88.68265795,80.58427,194.9204059
Romania,ROU,1994,90.48507815,81.10762,172.3986379
Romania,ROU,1995,91.73260551,80.84013,168.0031344
Romania,ROU,1996,93.78901237,79.68876,160.0756281
Romania,ROU,1997,76.79182328,78.5025,138.4896108
Romania,ROU,1998,59.90038631,76.21139,129.6691037
Romania,ROU,1999,54.03984991,74.18777,130.1671041
Romania,ROU,2000,65.16819913,73.11781,127.559352
Romania,ROU,2001,66.29806599,72.54794,125.3741003
Romania,ROU,2002,70.93047309,70.61736,123.2660986
Romania,ROU,2003,76.06236588,68.5007,121.283847
Romania,ROU,2004,73.25996395,66.34915,120.6898466
Romania,ROU,2005,67.39149614,63.23231,112.8263403
Romania,ROU,2006,75.35904107,58.10348,111.1640889
Romania,ROU,2007,79.7627092,55.18435,107.3768359
Romania,ROU,2008,80.9825111,54.88197,104.5835837
Romania,ROU,2009,76.35430237,52.31174,103.9540832
Romania,ROU,2010,68.65779482,49.85781,100.2345802
Romania,ROU,2011,77.48025009,49.10186,100.7950806
Romania,ROU,2012,73.8055742,46.31066,100.9798308
Romania,ROU,2013,54.15672001,48.04353,100.01908
Romania,ROU,2014,51.74313254,47.12476,101.9430816
Romania,ROU,2015,54.80011538,46.55489,102.1723317
Romania,ROU,2016,49.25817172,44.21726,90.52782242
Romania,ROU,2017,51.96546448,42.26342,100.1140904
Romania,ROU,2018,47.71602886,41.60051,99.57657522
Romania,ROU,2019,43.69434703,41.48421,96.76335469
Romania,ROU,1965,,149.10823,
Romania,ROU,1966,,152.06225,
Romania,ROU,1967,,156.49328,
Romania,ROU,1968,,157.41205,
Romania,ROU,1969,,157.53998,
Romania,ROU,1970,,159.06351,217.4287344
Romania,ROU,1971,,163.90159,232.3616426
Romania,ROU,1972,,167.79764,237.6871696
Romania,ROU,1973,,170.22831,251.6369753
Romania,ROU,1974,,172.54268,259.7161213
Romania,ROU,1975,,174.2174,282.1224724
Romania,ROU,1976,,175.4967,307.7343902
Romania,ROU,1977,,174.9152,325.8961612
Romania,ROU,1978,,164.14582,328.1232845
Romania,ROU,1979,,147.85219,313.5258426
Romania,ROU,1980,,139.57163,323.7342675
Russia,RUS,1985,2160.921659,6307.01878,4248.815641
Russia,RUS,1986,2234.978538,6526.54666,4625.674792
Russia,RUS,1987,2253.093811,6623.06403,5005.476718
Russia,RUS,1988,2325.496379,6614.89977,5423.902569
Russia,RUS,1989,2236.981984,6422.38838,5663.003055
Russia,RUS,1990,2158.077785,5999.81233,5995.904502
Russia,RUS,1991,1984.586232,5372.40872,5913.138949
Russia,RUS,1992,1903.067549,4638.1603,5922.335121
Russia,RUS,1993,1716.317997,4127.19625,5685.993487
Russia,RUS,1994,1527.483099,3693.43214,5584.835589
Russia,RUS,1995,1450.420528,3614.01087,5411.947545
Russia,RUS,1996,1405.137724,3522.41299,5523.221233
Russia,RUS,1997,1348.964779,3575.2946,5235.381032
Russia,RUS,1998,1265.926513,3539.4742,5412.867162
Russia,RUS,1999,1370.131396,3544.45184,5444.134149
Russia,RUS,2000,1413.278731,3798.946774,5370.564768
Russia,RUS,2001,1493.874695,4090.033537,5347.574337
Russia,RUS,2002,1425.49024,4462.377165,5475.401135
Russia,RUS,2003,1541.092533,4951.051308,5706.225066
Russia,RUS,2004,1594.823176,5388.0734,5825.77531
Russia,RUS,2005,1576.912962,5522.150145,5894.746604
Russia,RUS,2006,1639.598712,5655.136846,6047.816896
Russia,RUS,2007,1668.906335,5783.959031,6016.136081
Russia,RUS,2008,1732.406186,5748.17651,6114.535128
Russia,RUS,2009,1648.553819,5830.84992,5361.901974
Russia,RUS,2010,1755.624336,5958.230737,5983.87223
Russia,RUS,2011,1832.621976,6041.362349,6168.282158
Russia,RUS,2012,1957.163094,6125.935557,6018.554675
Russia,RUS,2013,2013.352321,6189.760292,6144.967102
Russia,RUS,2014,2053.764277,6223.31625,5911.556288
Russia,RUS,2015,2167.135934,6301.070222,5844.400318
Russia,RUS,2016,2255.872905,6465.117565,5892.758391
Russia,RUS,2017,2393.455915,6446.447293,6355.613711
Russia,RUS,2018,2562.78885,6551.713445,6691.135146
Russia,RUS,2019,2555.814647,6606.966052,6790.45381
Saudi Arabia,SAU,1965,,1291.211165,
Saudi Arabia,SAU,1966,,1523.167361,
Saudi Arabia,SAU,1967,,1643.168832,
Saudi Arabia,SAU,1968,,1793.610551,
Saudi Arabia,SAU,1969,,1892.792884,
Saudi Arabia,SAU,1970,,2234.954513,15.36151229
Saudi Arabia,SAU,1971,,2800.442495,12.81551025
Saudi Arabia,SAU,1972,,3538.223655,14.52551162
Saudi Arabia,SAU,1973,,4466.089737,17.10001368
Saudi Arabia,SAU,1974,,4996.795952,21.64101731
Saudi Arabia,SAU,1975,,4179.089134,25.7450206
Saudi Arabia,SAU,1976,,5085.340804,27.79227223
Saudi Arabia,SAU,1977,,5447.445792,39.11153129
Saudi Arabia,SAU,1978,,4936.230778,53.93154315
Saudi Arabia,SAU,1979,,5675.566372,66.21505297
Saudi Arabia,SAU,1980,,5929.0125,92.3780739
Saudi Arabia,SAU,1981,,5888.818549,107.7110862
Saudi Arabia,SAU,1982,,3956.342681,114.1615913
Saudi Arabia,SAU,1983,,2794.450322,111.4730892
Saudi Arabia,SAU,1984,,2547.39868,172.9001383
Saudi Arabia,SAU,1985,,2001.202094,178.6001429
Saudi Arabia,SAU,1986,,2937.739391,239.4001915
Saudi Arabia,SAU,1987,,2484.262563,254.6002037
Saudi Arabia,SAU,1988,,3178.578802,276.4502212
Saudi Arabia,SAU,1989,,3153.742228,283.1002265
Saudi Arabia,SAU,1990,,3984.945872,318.4402548
Saudi Arabia,SAU,1991,,4981.66175,334.1152673
Saudi Arabia,SAU,1992,,5141.365077,363.3752907
Saudi Arabia,SAU,1993,,4992.882615,380.3803043
Saudi Arabia,SAU,1994,,5026.321377,406.3153251
Saudi Arabia,SAU,1995,,5015.587163,407.8353263
Saudi Arabia,SAU,1996,,5087.378051,421.8953375
Saudi Arabia,SAU,1997,,5024.415885,430.7303446
Saudi Arabia,SAU,1998,,5178.776994,444.7903558
Saudi Arabia,SAU,1999,,4751.156827,438.9003511
Saudi Arabia,SAU,2000,,5099.945499,473.1953786
Saudi Arabia,SAU,2001,,4974.114228,510.055408
Saudi Arabia,SAU,2002,,4536.317495,538.6504309
Saudi Arabia,SAU,2003,,5355.612066,570.5704565
Saudi Arabia,SAU,2004,,5731.116623,623.9604992
Saudi Arabia,SAU,2005,,6008.385683,676.7805414
Saudi Arabia,SAU,2006,,5918.978514,697.8800583
Saudi Arabia,SAU,2007,,5686.370098,706.9905656
Saudi Arabia,SAU,2008,,5930.999323,764.1806113
Saudi Arabia,SAU,2009,,5338.254352,745.2755962
Saudi Arabia,SAU,2010,,5388.186779,832.7706662
Saudi Arabia,SAU,2011,,6079.006829,876.4707012
Saudi Arabia,SAU,2012,,6387.493104,943.6357549
Saudi Arabia,SAU,2013,,6261.744231,950.2857602
Saudi Arabia,SAU,2014,,6324.668195,972.6107781
Saudi Arabia,SAU,2015,,6606.237481,992.2757938
Saudi Arabia,SAU,2016,,6823.462993,1053.170843
Saudi Arabia,SAU,2017,,6504.884474,1092.502964
Saudi Arabia,SAU,2018,,6708.389307,1121.000897
Saudi Arabia,SAU,2019,,6472.839435,1136.443773
Serbia,SRB,2007,83.64541335,,
Serbia,SRB,2008,87.06602804,,
Serbia,SRB,2009,86.25671493,,
Serbia,SRB,2010,84.29406115,,
Serbia,SRB,2011,90.89238953,,
Serbia,SRB,2012,85.14907398,,
Serbia,SRB,2013,89.81022745,,
Serbia,SRB,2014,66.56356829,,
Serbia,SRB,2015,84.21664205,,
Serbia,SRB,2016,84.43378675,,
Serbia,SRB,2017,84.44101535,,
Serbia,SRB,2018,77.27629064,,
Serbia,SRB,2019,79.89130109,,
South & Central America,,1981,78.99084016,2243.89798,363.9848881
South & Central America,,1982,84.95432833,2149.187511,399.8087615
South & Central America,,1983,92.43308573,2130.524551,435.9642806
South & Central America,,1984,111.8703852,2246.714209,464.3674249
South & Central America,,1985,131.7563994,2240.404947,474.164645
South & Central America,,1986,144.9353763,2401.543662,513.6353739
South & Central America,,1987,175.649007,2367.775782,513.768465
South & Central America,,1988,197.1212815,2488.743643,556.2948148
South & Central America,,1989,231.8049662,2516.527071,579.603499
South & Central America,,1990,226.0049114,2721.15421,602.2488551
South & Central America,,1991,228.3484751,2868.785993,624.4409637
South & Central America,,1992,237.2765871,2933.01209,625.3452447
South & Central America,,1993,245.4079591,3046.010255,665.597907
South & Central America,,1994,259.6929426,3229.278929,711.1890151
South & Central America,,1995,281.3829042,3489.719878,779.6669188
South & Central America,,1996,308.4395803,3730.567733,861.1537072
South & Central America,,1997,346.5117858,3888.887508,874.0412567
South & Central America,,1998,353.5803635,4116.049165,924.6814027
South & Central America,,1999,351.2967328,3984.87,946.3871163
South & Central America,,2000,410.8011212,4010.46911,1017.195398
South & Central America,,2001,450.2976985,4060.466001,1061.930596
South & Central America,,2002,419.7451673,4024.26658,1092.175597
South & Central America,,2003,491.7717871,3991.567731,1196.336696
South & Central America,,2004,534.8125599,4274.109456,1350.316919
South & Central America,,2005,577.7626043,4358.178624,1393.789862
South & Central America,,2006,627.171528,4442.071515,1518.066165
South & Central America,,2007,653.7210039,4355.218934,1572.530233
South & Central America,,2008,672.1946959,4425.581812,1578.864255
South & Central America,,2009,649.3365029,4391.35345,1523.121978
South & Central America,,2010,652.2046528,4403.754963,1604.232246
South & Central America,,2011,744.1337202,4438.728791,1640.822806
South & Central America,,2012,766.9015424,4402.586027,1705.707532
South & Central America,,2013,755.3261335,4409.36297,1737.740082
South & Central America,,2014,790.6110397,4571.933015,1760.495975
South & Central America,,2015,750.7018214,4633.161625,1780.399444
South & Central America,,2016,780.4569045,4409.310794,1778.67444
South & Central America,,2017,766.5314477,4272.468947,1814.370582
South & Central America,,2018,715.5870266,3877.241139,1761.581669
South & Central America,,2019,704.6143688,3686.925221,1735.77201
South & Central America,,1965,,2631.623004,
South & Central America,,1966,,2603.855086,
South & Central America,,1967,,2771.29141,
South & Central America,,1968,,2845.381952,
South & Central America,,1969,,2851.059355,
South & Central America,,1970,,2927.937652,186.996962
South & Central America,,1971,,2859.559583,192.0942183
South & Central America,,1972,,2724.580737,202.6968364
South & Central America,,1973,,2899.494681,231.4603608
South & Central America,,1974,,2640.825425,244.9175424
South & Central America,,1975,,2230.078796,244.6899325
South & Central America,,1976,,2213.988963,274.2618884
South & Central America,,1977,,2195.105123,296.5681394
South & Central America,,1978,,2199.044012,313.4378945
South & Central America,,1979,,2354.540721,325.8119685
South & Central America,,1980,,2264.719285,352.5418874
South Africa,ZAF,1981,870.6350569,,
South Africa,ZAF,1982,963.1623875,,
South Africa,ZAF,1983,973.3925624,,
South Africa,ZAF,1984,1089.989162,,
South Africa,ZAF,1985,1160.170744,,
South Africa,ZAF,1986,1183.210444,,
South Africa,ZAF,1987,1179.402965,,
South Africa,ZAF,1988,1211.746021,,
South Africa,ZAF,1989,1175.549152,,
South Africa,ZAF,1990,1164.733104,,
South Africa,ZAF,1991,1188.167724,,
South Africa,ZAF,1992,1216.526141,,
South Africa,ZAF,1993,1243.513176,,
South Africa,ZAF,1994,1292.418387,,
South Africa,ZAF,1995,1359.761055,,
South Africa,ZAF,1996,1360.080233,,
South Africa,ZAF,1997,1450.193331,,
South Africa,ZAF,1998,1466.200833,,
South Africa,ZAF,1999,1468.52198,,
South Africa,ZAF,2000,1472.753139,,
South Africa,ZAF,2001,1468.554249,,
South Africa,ZAF,2002,1446.298801,,
South Africa,ZAF,2003,1567.626032,,
South Africa,ZAF,2004,1594.396542,,
South Africa,ZAF,2005,1609.391131,,
South Africa,ZAF,2006,1607.893202,,
South Africa,ZAF,2007,1609.145686,,
South Africa,ZAF,2008,1639.578473,,
South Africa,ZAF,2009,1625.191364,,
South Africa,ZAF,2010,1675.925369,,
South Africa,ZAF,2011,1665.343255,,
South Africa,ZAF,2012,1704.555068,,
South Africa,ZAF,2013,1689.398586,,
South Africa,ZAF,2014,1721.116077,,
South Africa,ZAF,2015,1656.774614,,
South Africa,ZAF,2016,1670.441412,,
South Africa,ZAF,2017,1659.067601,,
South Africa,ZAF,2018,1665.203171,,
South Africa,ZAF,2019,1672.109289,,
South Korea,KOR,1981,101.6532593,,
South Korea,KOR,1982,102.9376776,,
South Korea,KOR,1983,101.6327905,,
South Korea,KOR,1984,109.3546515,,
South Korea,KOR,1985,115.3571319,,
South Korea,KOR,1986,124.1075509,,
South Korea,KOR,1987,124.2150122,,
South Korea,KOR,1988,124.3224735,,
South Korea,KOR,1989,106.3610871,,
South Korea,KOR,1990,90.10524158,,
South Korea,KOR,1991,78.80610604,,
South Korea,KOR,1992,62.63981161,,
South Korea,KOR,1993,49.23157389,,
South Korea,KOR,1994,38.71746397,,
South Korea,KOR,1995,29.93564395,,
South Korea,KOR,1996,25.91107923,,
South Korea,KOR,1997,23.61357089,,
South Korea,KOR,1998,22.82331176,,
South Korea,KOR,1999,21.96501707,,
South Korea,KOR,2000,21.71904238,,
South Korea,KOR,2001,19.97628548,,
South Korea,KOR,2002,17.36476689,,
South Korea,KOR,2003,17.26009681,,
South Korea,KOR,2004,16.70011186,,
South Korea,KOR,2005,14.82128386,,
South Korea,KOR,2006,14.77941582,,
South Korea,KOR,2007,15.60735619,,
South Korea,KOR,2008,14.99625735,,
South Korea,KOR,2009,13.62263695,,
South Korea,KOR,2010,11.27017682,,
South Korea,KOR,2011,11.27017682,,
South Korea,KOR,2012,10.95895777,,
South Korea,KOR,2013,9.498810099,,
South Korea,KOR,2014,9.148165319,,
South Korea,KOR,2015,9.231901386,,
South Korea,KOR,2016,9.033028226,,
South Korea,KOR,2017,8.168976685,,
South Korea,KOR,2018,6.601193281,,
South Korea,KOR,2019,5.977824782,,
South Sudan,SSD,1999,,0,
South Sudan,SSD,2012,,17.83110658,
South Sudan,SSD,2013,,57.1314129,
South Sudan,SSD,2014,,88.99592097,
South Sudan,SSD,2015,,84.63416405,
South Sudan,SSD,2016,,67.28320206,
South Sudan,SSD,2017,,70.00472531,
South Sudan,SSD,2018,,73.12777061,
South Sudan,SSD,2019,,79.46225292,
Spain,ESP,1981,140.2230375,,
Spain,ESP,1982,150.5970468,,
Spain,ESP,1983,152.981032,,
Spain,ESP,1984,151.4923153,,
Spain,ESP,1985,150.2132197,,
Spain,ESP,1986,153.911574,,
Spain,ESP,1987,133.6753658,,
Spain,ESP,1988,126.6275492,,
Spain,ESP,1989,135.4662657,,
Spain,ESP,1990,132.3843958,,
Spain,ESP,1991,121.3708014,,
Spain,ESP,1992,123.3013272,,
Spain,ESP,1993,121.3125611,,
Spain,ESP,1994,114.7650073,,
Spain,ESP,1995,113.2065305,,
Spain,ESP,1996,111.7992592,,
Spain,ESP,1997,112.0201907,,
Spain,ESP,1998,107.4379309,,
Spain,ESP,1999,99.85530222,,
Spain,ESP,2000,97.0058853,,
Spain,ESP,2001,91.446847,,
Spain,ESP,2002,89.364985,,
Spain,ESP,2003,83.08480649,,
Spain,ESP,2004,80.50292213,,
Spain,ESP,2005,77.06038063,,
Spain,ESP,2006,72.60607924,,
Spain,ESP,2007,68.20997191,,
Spain,ESP,2008,50.86965496,,
Spain,ESP,2009,44.31235419,,
Spain,ESP,2010,38.32951352,,
Spain,ESP,2011,30.79857636,,
Spain,ESP,2012,28.61280416,,
Spain,ESP,2013,20.49785789,,
Spain,ESP,2014,18.93243056,,
Spain,ESP,2015,14.48958063,,
Spain,ESP,2016,7.976218861,,
Spain,ESP,2017,13.1165222,,
Spain,ESP,2018,10.76018928,,
Spain,ESP,2019,0.281244348,,
Sudan,SDN,1993,,1.145735493,
Sudan,SDN,1994,,1.145735493,
Sudan,SDN,1995,,1.145735493,
Sudan,SDN,1996,,2.872186235,
Sudan,SDN,1997,,5.155809717,
Sudan,SDN,1998,,6.874412955,
Sudan,SDN,1999,,36.09066802,
Sudan,SDN,2000,,102.900038,
Sudan,SDN,2001,,119.734011,
Sudan,SDN,2002,,135.3024767,
Sudan,SDN,2003,,150.1660028,
Sudan,SDN,2004,,167.2400903,
Sudan,SDN,2005,,168.2400371,
Sudan,SDN,2006,,204.033064,
Sudan,SDN,2007,,276.7613795,
Sudan,SDN,2008,,262.4899381,
Sudan,SDN,2009,,272.2338927,
Sudan,SDN,2010,,264.7055128,
Sudan,SDN,2011,,166.7058153,
Sudan,SDN,2012,,59.22878844,
Sudan,SDN,2013,,67.51441165,
Sudan,SDN,2014,,68.51756036,
Sudan,SDN,2015,,62.47819161,
Sudan,SDN,2016,,59.51950077,
Sudan,SDN,2017,,54.20219667,
Sudan,SDN,2018,,57.31022023,
Sudan,SDN,2019,,58.55727665,
Syria,SYR,1968,,12.19484038,
Syria,SYR,1969,,30.69336289,
Syria,SYR,1970,,49.22520464,0
Syria,SYR,1971,,61.38672578,0
Syria,SYR,1972,,67.94268213,0
Syria,SYR,1973,,64.28232606,0
Syria,SYR,1974,,74.70648704,0
Syria,SYR,1975,,111.1910505,0
Syria,SYR,1976,,116.7220437,0.314000251
Syria,SYR,1977,,105.97897,0.34950028
Syria,SYR,1978,,103.6624898,0.33700027
Syria,SYR,1979,,96.71304911,0.347500278
Syria,SYR,1980,,91.75165621,0.467750374
Syria,SYR,1981,,94.97568895,0.472000378
Syria,SYR,1982,,89.76360846,0.492500394
Syria,SYR,1983,,93.23832879,0.747500598
Syria,SYR,1984,,94.07448295,1.26250101
Syria,SYR,1985,,92.25453868,1.5000012
Syria,SYR,1986,,116.0566109,3.792753034
Syria,SYR,1987,,133.5465126,3.734252987
Syria,SYR,1988,,155.5138849,8.833507067
Syria,SYR,1989,,196.9613485,14.45926157
Syria,SYR,1990,,235.2181621,15.92176274
Syria,SYR,1991,,272.9540056,18.58351487
Syria,SYR,1992,,298.136716,19.22201538
Syria,SYR,1993,,327.1285607,19.02501522
Syria,SYR,1994,,325.4726105,20.6230165
Syria,SYR,1995,,344.3882423,26.0055208
Syria,SYR,1996,,339.5188739,27.70952217
Syria,SYR,1997,,333.3965912,42.97803438
Syria,SYR,1998,,332.8291012,54.19379336
Syria,SYR,1999,,334.3803813,53.72254298
Syria,SYR,2000,,326.7596467,53.72254298
Syria,SYR,2001,,347.7526064,55.04204403
Syria,SYR,2002,,380.7659442,60.88554871
Syria,SYR,2003,,366.9274711,64.56130165
Syria,SYR,2004,,273.1849495,59.3775475
Syria,SYR,2005,,251.9846213,57.49254599
Syria,SYR,2006,,236.3483799,58.90629713
Syria,SYR,2007,,226.5033389,56.55004524
Syria,SYR,2008,,228.2853094,55.60754449
Syria,SYR,2009,,224.7659788,61.35679909
Syria,SYR,2010,,215.5000579,84.25956741
Syria,SYR,2011,,197.1172423,74.17480934
Syria,SYR,2012,,93.95683978,60.79129863
Syria,SYR,2013,,31.24377916,49.95253996
Syria,SYR,2014,,16.97920091,46.18253695
Syria,SYR,2015,,13.93083276,40.52753242
Syria,SYR,2016,,12.80758606,35.34377828
Syria,SYR,2017,,12.54656166,34.8725279
Syria,SYR,2018,,12.22352943,35.97075837
Syria,SYR,2019,,11.91866358,37.27348977
Thailand,THA,1981,5.294154913,0.778762175,2.725563133
Thailand,THA,1982,6.166191884,2.806904953,13.89157984
Thailand,THA,1983,5.85947489,6.803389522,16.3533788
Thailand,THA,1984,7.338857414,12.35102853,24.41283968
Thailand,THA,1985,17.35703249,23.37790186,32.09130786
Thailand,THA,1986,17.67308647,22.96556202,37.43985917
Thailand,THA,1987,22.56315886,21.10424258,52.30883181
Thailand,THA,1988,23.97707553,24.18048952,61.99864835
Thailand,THA,1989,30.69921392,23.81942594,61.93622417
Thailand,THA,1990,41.6061375,28.37123896,67.49871753
Thailand,THA,1991,48.54537595,32.8361217,83.65134248
Thailand,THA,1992,51.73587473,38.40684311,89.24372912
Thailand,THA,1993,53.94505179,39.46891598,100.4457936
Thailand,THA,1994,60.22415928,39.73379357,111.0359252
Thailand,THA,1995,64.3003659,38.61903604,117.5611578
Thailand,THA,1996,74.1075147,43.91879432,135.9036115
Thailand,THA,1997,80.10033937,49.89237776,167.302685
Thailand,THA,1998,69.81316817,51.89111685,181.6368025
Thailand,THA,1999,66.26723083,56.51298095,198.9661087
Thailand,THA,2000,60.29038223,82.92942679,208.9504619
Thailand,THA,2001,65.60447284,90.50176441,203.2449498
Thailand,THA,2002,66.16695734,99.43188006,212.444458
Thailand,THA,2003,61.09876413,116.0888484,222.1788214
Thailand,THA,2004,65.24715431,113.6056039,231.4759224
Thailand,THA,2005,69.57922682,138.7303402,245.177592
Thailand,THA,2006,62.06094525,151.0612583,251.7028246
Thailand,THA,2007,57.13049943,159.345505,269.0321309
Thailand,THA,2008,55.74607509,168.2722461,297.9796629
Thailand,THA,2009,54.83830836,174.3022059,293.8975459
Thailand,THA,2010,57.56828044,177.1220461,337.1512804
Thailand,THA,2011,69.68884656,183.9262117,338.0391399
Thailand,THA,2012,55.27616282,200.8667673,384.4988839
Thailand,THA,2013,54.44681993,198.809603,389.3477926
Thailand,THA,2014,53.64451472,196.3947157,390.9202667
Thailand,THA,2015,44.87679448,204.6671387,374.7729903
Thailand,THA,2016,50.06941185,210.8265881,372.7373756
Thailand,THA,2017,47.74738781,204.2574352,359.4654364
Thailand,THA,2018,43.67985004,198.4472172,347.2814365
Thailand,THA,2019,41.00236244,198.0263794,357.7271572
Thailand,THA,1970,,,0
Thailand,THA,1971,,,0
Thailand,THA,1972,,,0
Thailand,THA,1973,,,0
Thailand,THA,1974,,,0
Thailand,THA,1975,,,0
Thailand,THA,1976,,,0
Thailand,THA,1977,,,0
Thailand,THA,1978,,,0
Thailand,THA,1979,,,0
Thailand,THA,1980,,,0
Trinidad and Tobago,TTO,1965,,77.58907736,
Trinidad and Tobago,TTO,1966,,87.95666216,
Trinidad and Tobago,TTO,1967,,102.9320624,
Trinidad and Tobago,TTO,1968,,110.3129959,
Trinidad and Tobago,TTO,1969,,90.42837856,
Trinidad and Tobago,TTO,1970,,80.63677069,17.76758921
Trinidad and Tobago,TTO,1971,,74.30102442,18.63501491
Trinidad and Tobago,TTO,1972,,81.4352483,19.26076541
Trinidad and Tobago,TTO,1973,,95.61217096,18.4980148
Trinidad and Tobago,TTO,1974,,107.7076866,16.89976352
Trinidad and Tobago,TTO,1975,,124.4110176,15.35976229
Trinidad and Tobago,TTO,1976,,122.4416499,17.28826383
Trinidad and Tobago,TTO,1977,,131.8987178,20.32151626
Trinidad and Tobago,TTO,1978,,132.4746947,24.26026941
Trinidad and Tobago,TTO,1979,,123.2590638,25.07652006
Trinidad and Tobago,TTO,1980,,122.4416499,28.33252267
Trinidad and Tobago,TTO,1981,,108.8596404,31.20952497
Trinidad and Tobago,TTO,1982,,101.9479172,37.93128035
Trinidad and Tobago,TTO,1983,,92.15630936,39.29728144
Trinidad and Tobago,TTO,1984,,98.18434193,41.17603294
Trinidad and Tobago,TTO,1985,,100.4330979,42.15203372
Trinidad and Tobago,TTO,1986,,96.50557518,43.13453451
Trinidad and Tobago,TTO,1987,,88.54621394,45.69353655
Trinidad and Tobago,TTO,1988,,86.58318811,52.59429208
Trinidad and Tobago,TTO,1989,,85.4032998,52.69479216
Trinidad and Tobago,TTO,1990,,85.77064509,54.63379371
Trinidad and Tobago,TTO,1991,,84.25130902,55.3516989
Trinidad and Tobago,TTO,1992,,80.81668448,53.48805401
